# Time          3.5000E+00
# Units: Bars
    Distance        CO2(g)           O2(g)           
    5.0000000E-02    8.1123025E-03    1.4641952E-01
    1.5000000E-01    1.3555958E-02    2.4428196E-01
    2.5000000E-01    1.5678766E-02    2.8275378E-01
    3.5000000E-01    1.4488582E-02    2.6187346E-01
    4.5000000E-01    1.2455052E-02    2.2582597E-01
    5.5000000E-01    1.0999726E-02    2.0008327E-01
    6.5000000E-01    1.0268288E-02    1.8728141E-01
    7.5000000E-01    9.9716712E-03    1.8225975E-01
    8.5000000E-01    9.8636572E-03    1.8061476E-01
    9.5000000E-01    9.8214797E-03    1.8014944E-01
    1.0500000E+00    9.7987425E-03    1.8003323E-01
    1.1500000E+00    9.7809858E-03    1.8000721E-01
    1.2500000E+00    9.7643331E-03    1.8000195E-01
    1.3500000E+00    9.7478673E-03    1.8000101E-01
    1.4500000E+00    9.7313939E-03    1.8000089E-01
    1.5500000E+00    9.7148759E-03    1.8000091E-01
    1.6500000E+00    9.6983070E-03    1.8000096E-01
    1.7500000E+00    9.6816869E-03    1.8000101E-01
    1.8500000E+00    9.6650160E-03    1.8000107E-01
    1.9500000E+00    9.6482946E-03    1.8000112E-01
    2.0500000E+00    9.6315235E-03    1.8000117E-01
    2.1500000E+00    9.6147029E-03    1.8000123E-01
    2.2500000E+00    9.5978334E-03    1.8000128E-01
    2.3500000E+00    9.5809154E-03    1.8000133E-01
    2.4500000E+00    9.5639492E-03    1.8000139E-01
    2.5500000E+00    9.5469352E-03    1.8000144E-01
    2.6500000E+00    9.5298738E-03    1.8000150E-01
    2.7500000E+00    9.5127652E-03    1.8000155E-01
    2.8500000E+00    9.4956098E-03    1.8000161E-01
    2.9500000E+00    9.4784079E-03    1.8000166E-01
    3.0500000E+00    9.4611598E-03    1.8000172E-01
    3.1500000E+00    9.4438656E-03    1.8000177E-01
    3.2500000E+00    9.4265257E-03    1.8000183E-01
    3.3500000E+00    9.4091402E-03    1.8000188E-01
    3.4500000E+00    9.3917095E-03    1.8000194E-01
    3.5500000E+00    9.3742337E-03    1.8000199E-01
    3.6500000E+00    9.3567129E-03    1.8000205E-01
    3.7500000E+00    9.3391475E-03    1.8000210E-01
    3.8500000E+00    9.3215376E-03    1.8000216E-01
    3.9500000E+00    9.3038833E-03    1.8000222E-01
    4.0500000E+00    9.2861847E-03    1.8000227E-01
    4.1500000E+00    9.2684422E-03    1.8000233E-01
    4.2500000E+00    9.2506558E-03    1.8000239E-01
    4.3500000E+00    9.2328256E-03    1.8000244E-01
    4.4500000E+00    9.2149518E-03    1.8000250E-01
    4.5500000E+00    9.1970345E-03    1.8000256E-01
    4.6500000E+00    9.1790738E-03    1.8000261E-01
    4.7500000E+00    9.1610699E-03    1.8000267E-01
    4.8500000E+00    9.1430228E-03    1.8000273E-01
    4.9500000E+00    9.1249327E-03    1.8000279E-01
    5.0500000E+00    9.1067997E-03    1.8000284E-01
    5.1500000E+00    9.0886238E-03    1.8000290E-01
    5.2500000E+00    9.0704051E-03    1.8000296E-01
    5.3500000E+00    9.0521438E-03    1.8000302E-01
    5.4500000E+00    9.0338400E-03    1.8000308E-01
